chrom,start,end,kmeans_label
chr10,7715051,7715451,2
chr10,7725744,7726144,0
chr10,7780824,7781224,2
chr10,7792666,7793066,1
chr10,7832259,7832659,2
chr10,7867341,7867741,1
chr10,7870892,7871292,4
chr10,7925465,7925865,3
chr10,7956127,7956527,1
chr10,8114507,8114907,0
chr10,8240277,8240677,1
chr10,8297351,8297751,2
chr10,8358862,8359262,0
chr10,8363220,8363620,0
chr10,8364167,8364567,0
chr10,8500763,8501163,0
chr10,8518518,8518918,2
chr10,8520292,8520692,0
chr10,8530777,8531177,3
chr10,8538582,8538982,1
chr10,8552072,8552472,0
chr10,8559562,8559962,2
chr10,8580480,8580880,0
chr10,8639415,8639815,3
chr10,8715706,8716106,4
chr10,8742880,8743280,1
chr10,8762175,8762575,0
chr10,8792382,8792782,4
chr10,8795360,8795760,0
chr10,8801066,8801466,2
chr10,8815398,8815798,3
chr10,8819754,8820154,1
chr10,8832730,8833130,2
chr10,8835905,8836305,1
chr10,8844348,8844748,0
chr10,8881015,8881415,2
chr10,8883688,8884088,0
chr10,8884380,8884780,2
chr10,8886103,8886503,2
chr10,8888199,8888599,3
chr10,8889349,8889749,0
chr10,8890481,8890881,2
chr10,8895180,8895580,3
chr10,8935591,8935991,0
chr10,9085465,9085865,0
chr10,9090916,9091316,2
chr10,9529495,9529895,2
chr10,9531670,9532070,3
chr10,9625329,9625729,2
chr10,9675123,9675523,1
chr10,9676927,9677327,1
chr10,9801612,9802012,0
chr10,9803098,9803498,2
chr10,9889305,9889705,2
chr10,9901892,9902292,0
chr10,10321128,10321528,1
chr10,10472155,10472555,2
chr10,10558000,10558400,1
chr10,10689144,10689544,4
chr10,11149203,11149603,2
chr10,11199988,11200388,0
chr10,11229553,11229953,0
chr10,11242978,11243378,0
chr10,11253771,11254171,2
chr10,11262199,11262599,1
chr10,11263832,11264232,0
chr10,11269181,11269581,0
chr10,11280804,11281204,2
chr10,11283794,11284194,2
chr10,11341027,11341427,0
chr10,11343522,11343922,1
chr10,11540529,11540929,0
chr10,11747030,11747430,0
chr10,11801727,11802127,0
chr10,12018270,12018670,3
chr10,12385324,12385724,1
chr10,12489613,12490013,0
chr10,12541804,12542204,3
chr10,12542562,12542962,3
chr10,12548758,12549158,2
chr10,12550058,12550458,0
chr10,12553205,12553605,0
chr10,12554128,12554528,0
chr10,12572800,12573200,0
chr10,12579051,12579451,0
chr10,12583513,12583913,2
chr10,12608672,12609072,0
chr10,12609763,12610163,0
chr10,12612505,12612905,2
chr10,12614538,12614938,2
chr10,12694691,12695091,0
chr10,12704328,12704728,2
chr10,12724755,12725155,1
chr10,12725990,12726390,2
chr10,12762806,12763206,3
chr10,12765710,12766110,2
chr10,12785241,12785641,3
chr10,12792051,12792451,2
chr10,12805426,12805826,2
chr10,12809609,12810009,3
chr10,12813074,12813474,2
chr10,12858047,12858447,3
chr10,12867111,12867511,1
chr10,12869015,12869415,2
chr10,12878640,12879040,2
chr10,12881887,12882287,0
chr10,12909137,12909537,2
chr10,12909913,12910313,0
chr10,12912084,12912484,1
chr10,12915772,12916172,1
chr10,12919239,12919639,1
chr10,12922576,12922976,2
chr10,12930350,12930750,2
chr10,12941274,12941674,1
chr10,12964138,12964538,2
chr10,12997027,12997427,4
chr10,13008202,13008602,2
chr10,13014006,13014406,2
chr10,13016513,13016913,3
chr10,13018532,13018932,2
chr10,13023900,13024300,0
chr10,13061007,13061407,1
chr10,13087177,13087577,2
chr10,13090515,13090915,0
chr10,13101198,13101598,2
chr10,13102350,13102750,3
chr10,13103321,13103721,0
chr10,13107953,13108353,0
chr10,13112382,13112782,1
chr10,13115041,13115441,2
chr10,13117162,13117562,1
chr10,13125532,13126330,0
chr10,13127363,13127763,3
chr10,13133149,13133549,1
chr10,13184897,13185297,0
chr10,13192988,13193388,1
chr10,13324169,13324569,0
chr10,13369702,13370102,2
chr10,13474204,13474604,2
chr10,13500970,13501370,2
chr10,13552901,13553301,0
chr10,13554310,13554710,2
chr10,13555075,13555475,1
chr10,13729206,13729606,1
chr10,13768866,13769266,3
chr10,13822321,13822721,0
chr10,13837730,13838130,3
chr10,13868657,13869057,1
chr10,13964570,13964970,1
chr10,13968942,13969342,2
chr10,14016545,14016945,3
chr10,14018095,14018495,0
chr10,14056993,14057393,2
chr10,14072187,14072587,1
chr10,14075239,14075639,1
chr10,14075743,14076143,0
chr10,14081900,14082300,2
chr10,14270043,14270443,2
chr10,14393064,14393464,1
chr10,14460069,14460469,2
chr10,14541082,14541482,0
chr10,14543893,14544293,0
chr10,14544985,14545385,4
chr10,14570674,14571074,0
chr10,14583430,14583830,2
chr10,14647658,14648058,4
chr10,14692045,14692445,0
chr10,14698024,14698424,4
chr10,14703772,14704172,3
chr10,14705297,14705697,2
chr10,14759777,14760177,1
chr10,14923177,14923577,2
chr10,14966680,14967080,0
chr10,14967677,14968077,0
chr10,14969776,14970176,3
chr10,14985279,14985679,2
chr10,14986594,14986994,0
chr10,15263302,15263702,3
chr10,15300032,15300432,4
chr10,15586091,15586491,2
chr10,15791454,15791854,0
chr10,17150289,17150689,0
chr10,17177045,17177445,0
chr10,17230305,17230705,0
chr10,17528318,17528718,2
chr10,17575547,17575947,0
chr10,17579439,17579839,0
chr10,17622781,17623181,2
chr10,17697816,17698216,2
chr10,17705462,17705862,1
chr10,17719144,17719544,3
chr10,17722972,17723372,2
chr10,17733081,17733481,4
chr10,17796211,17796611,0
chr10,17797189,17797589,4
chr10,17819808,17820208,1
chr10,17820546,17820946,0
chr10,17827322,17827722,0
chr10,17869931,17870331,2
chr10,17947181,17947581,2
chr10,17947960,17948360,2
chr10,18023026,18023426,2
chr10,18044531,18044931,0
chr10,18055266,18055666,4
chr10,18204055,18204455,0
chr10,18210747,18211147,0
chr10,18235094,18235494,2
chr10,18251380,18251780,0
chr10,18318571,18318971,1
chr10,18323672,18324072,2
chr10,18329681,18330081,1
chr10,18333568,18333968,1
chr10,18347271,18347671,2
chr10,18356541,18356941,3
chr10,18370827,18371227,2
chr10,18371868,18372268,2
chr10,18388800,18389200,2
chr10,18389986,18390386,2
chr10,18407409,18407809,2
chr10,18418176,18418576,0
chr10,18422890,18423290,2
chr10,18430989,18431389,2
chr10,18446296,18446696,2
chr10,18448837,18449237,2
chr10,18453349,18453749,1
chr10,18461302,18461702,0
chr10,18463095,18463495,0
chr10,18469398,18469798,2
chr10,18479262,18479662,2
chr10,18482483,18482883,3
chr10,18501969,18502369,3
chr10,18506652,18507052,2
chr10,18545755,18546155,1
chr10,18559134,18559534,0
chr10,18584192,18584592,3
chr10,18602003,18602403,4
chr10,18634452,18634852,0
chr10,18644232,18644632,0
chr10,18661883,18662283,3
chr10,18743513,18743913,1
chr10,18750078,18750478,0
chr10,18760221,18760621,2
chr10,18844753,18845153,2
chr10,18999824,19000224,0
chr10,19009363,19009763,2
chr10,19015249,19015649,2
chr10,19078162,19078562,3
chr10,19153497,19153897,0
chr10,19154052,19154452,0
chr10,19167585,19167985,0
chr10,19186015,19186415,1
chr10,19192185,19192585,0
chr10,19207563,19207963,2
chr10,19208081,19208481,2
chr10,19283119,19283519,1
chr10,19300585,19300985,2
chr10,19352866,19353266,2
chr10,19356101,19356501,0
chr10,19357251,19357651,2
chr10,19372147,19372547,0
chr10,19404299,19404699,3
chr10,19591657,19592057,0
chr10,19708430,19708830,2
chr10,19835859,19836259,3
chr10,19850947,19851347,1
chr10,19891887,19892287,1
chr10,19907273,19907673,2
chr10,19913753,19914153,0
chr10,19915324,19915724,0
chr10,19933955,19934355,1
chr10,19938702,19939102,1
chr10,20030658,20031058,3
chr10,20073263,20073663,1
chr10,20091461,20091861,0
chr10,20148728,20149128,4
chr10,20153535,20153935,2
chr10,20156850,20157250,2
chr10,20160959,20161359,0
chr10,20170475,20170875,1
chr10,20176010,20176410,2
chr10,20178801,20179201,0
chr10,20186898,20187298,0
chr10,20187298,20187698,0
chr10,20216890,20217290,3
chr10,20243421,20243821,0
chr10,20285741,20286141,0
chr10,20290470,20290870,1
chr10,20295974,20296374,1
chr10,20312188,20312588,0
chr10,20314073,20314473,0
chr10,20314868,20315268,1
chr10,20337817,20338217,3
chr10,20347555,20347955,2
chr10,20361841,20362241,2
chr10,20396113,20396513,3
chr10,20400338,20400738,4
chr10,20518233,20518633,2
chr10,20520948,20521348,2
chr10,20548825,20549225,2
chr10,20769864,20770264,2
chr10,20952356,20952756,2
chr10,20954193,20954593,2
chr10,20963751,20964151,3
chr10,20966077,20966477,1
chr10,21054333,21054733,3
chr10,21056396,21056796,2
chr10,21068794,21069194,1
chr10,21082353,21082753,3
chr10,21087744,21088144,2
chr10,21090906,21091306,2
chr10,21092882,21093282,0
chr10,21101954,21102354,0
chr10,21109759,21110159,2
chr10,21130894,21131294,0
chr10,21144929,21145329,0
chr10,21158896,21159296,1
chr10,21160691,21161091,1
chr10,21178782,21179182,2
chr10,21295777,21296177,1
chr10,21335163,21335563,4
chr10,21337056,21337456,2
chr10,21439287,21439687,2
chr10,21454753,21455153,2
chr10,21494563,21494963,0
chr10,21701638,21702038,0
chr10,21746063,21746463,0
chr10,21776494,21776894,1
chr10,21826797,21827197,2
chr10,21829100,21829500,0
chr10,21842359,21842759,3
chr10,21844214,21844614,0
chr10,21845795,21846195,0
chr10,21847888,21848288,2
chr10,21857680,21858080,1
chr10,21896725,21897125,2
chr10,21918312,21918712,2
chr10,21923567,21923967,0
chr10,21936926,21937326,2
chr10,21961152,21961552,0
chr10,21978406,21978806,0
chr10,21979505,21979905,0
chr10,21980755,21981155,0
chr10,21982191,21982591,0
chr10,21988314,21988714,0
chr10,21992943,21993343,1
chr10,21994405,21994805,2
chr10,21997359,21997759,0
chr10,21998683,21999083,2
chr10,22000315,22000715,0
chr10,22163669,22164069,0
chr10,22583319,22583719,3
chr10,22594442,22594842,0
chr10,22597477,22597877,0
chr10,22604813,22605213,2
chr10,22613319,22613719,0
chr10,22644899,22645299,2
chr10,22731216,22731616,1
chr10,22879742,22880142,0
chr10,23195378,23195778,2
chr10,23198210,23198610,0
chr10,23349304,23349704,1
chr10,23782857,23783257,2
chr10,23787056,23787456,0
chr10,23796816,23797216,1
chr10,23806155,23806555,2
chr10,23813090,23813490,0
chr10,23815154,23815554,1
chr10,23839418,23839818,1
chr10,23894309,23894709,0
chr10,23977964,23978364,2
chr10,23979345,23979745,4
chr10,24022987,24023387,1
chr10,24043319,24043719,3
chr10,24048813,24049213,3
chr10,24067595,24067995,2
chr10,24085986,24086386,3
chr10,24131444,24131844,3
chr10,24132336,24132736,2
chr10,24149158,24149558,2
chr10,24158982,24159382,1
chr10,24164594,24164994,2
chr10,24173612,24174012,1
chr10,24312113,24312513,4
chr10,24354583,24354983,0
chr10,24407963,24408363,0
chr10,24558348,24558748,0
chr10,24589415,24589815,0
chr10,24590598,24590998,0
chr10,24591602,24592002,2
chr10,24595284,24595684,0
chr10,24599088,24599488,3
chr10,24615867,24616267,3
chr10,24634187,24634587,0
chr10,24711669,24712069,2
chr10,24754487,24754887,3
chr10,24789650,24790050,4
chr10,24797215,24797615,1
chr10,24799756,24800156,3
chr10,24805690,24806090,0
chr10,24806738,24807138,2
chr10,24826178,24826578,2
chr10,24834612,24835012,0
chr10,24869710,24870110,2
chr10,24873543,24873943,2
chr10,24895966,24896366,0
chr10,24916926,24917326,0
chr10,25023854,25024254,0
chr10,25029413,25029813,2
chr10,25086815,25087215,4
chr10,25111591,25111991,0
chr10,25119003,25119403,0
chr10,25140149,25140549,1
chr10,25185735,25186135,2
chr10,25186232,25186632,1
chr10,25191154,25191554,1
chr10,25198090,25198490,4
chr10,25219196,25219596,2
chr10,25250135,25250535,1
chr10,25258184,25258584,0
chr10,25268528,25268928,0
chr10,25275084,25275484,2
chr10,25279409,25279809,0
chr10,25291110,25291510,2
chr10,25296890,25297290,1
chr10,25310668,25311068,3
chr10,25314085,25314485,0
chr10,25315511,25315911,3
chr10,25319523,25319923,2
chr10,25327526,25327926,2
chr10,25359610,25360010,2
chr10,25367032,25367432,0
chr10,25372153,25372553,3
chr10,25372566,25372966,0
chr10,25379895,25380295,2
chr10,25382012,25382412,0
chr10,25385740,25386140,0
chr10,25387285,25387685,0
chr10,25411730,25412130,3
chr10,25415174,25415574,1
chr10,25427407,25427807,0
chr10,25432340,25432740,2
chr10,25433536,25433936,3
chr10,25439135,25439535,3
chr10,25588662,25589062,3
chr10,25621468,25621868,0
chr10,25632310,25632710,0
chr10,25707929,25708329,1
chr10,25783452,25783852,2
chr10,25808301,25808701,3
chr10,25809554,25809954,0
chr10,25874743,25875143,0
chr10,25928427,25928827,0
chr10,25946132,25946532,0
chr10,25958985,25959385,0
chr10,26078704,26079104,2
chr10,26334155,26334555,2
chr10,26340319,26340719,0
chr10,26371370,26371770,2
chr10,26372910,26373310,2
chr10,26375813,26376213,1
chr10,26454828,26455228,2
chr10,26517042,26517442,0
chr10,26695324,26695724,0
chr10,26772275,26772675,3
chr10,26804185,26804585,3
chr10,26907386,26907786,0
chr10,26936034,26936434,0
chr10,26938415,26938815,3
chr10,26958468,26958868,0
chr10,27013029,27013429,2
chr10,27133079,27133479,4
chr10,27174303,27174703,4
chr10,27811913,27812313,3
chr10,27825594,27825994,1
chr10,27949063,27949463,2
chr10,27968154,27968554,3
chr10,27986969,27987369,0
chr10,27988151,27988551,0
chr10,27990966,27991366,2
chr10,27994344,27994744,0
chr10,28013849,28014249,2
chr10,28074641,28075041,2
chr10,28087789,28088189,3
chr10,28178980,28179380,2
chr10,28185395,28185795,2
chr10,28229505,28229905,0
chr10,28232273,28232673,2
chr10,28425344,28425744,0
chr10,28493227,28493627,0
chr10,28586613,28587013,2
chr10,28636055,28636455,2
chr10,28647227,28647627,0
chr10,28730101,28730501,1
chr10,28955142,28955542,1
chr10,29019857,29020257,0
chr10,29118515,29118915,0
chr10,29143567,29143967,2
chr10,29146765,29147165,1
chr10,29211507,29211907,0
chr10,29236266,29236666,2
chr10,29313269,29313669,2
chr10,29361894,29362294,2
chr10,29394896,29395296,2
chr10,29474177,29474577,3
chr10,29532934,29533334,1
chr10,29534493,29534893,4
chr10,29535542,29535942,2
chr10,29595007,29595407,2
chr10,29804117,29804517,1
chr10,29851170,29851570,0
chr10,29855846,29856246,0
chr10,29866821,29867221,1
chr10,29935851,29936251,2
chr10,30121163,30121563,4
chr10,30199579,30199979,2
chr10,30200338,30200738,2
chr10,30295904,30296304,2
chr10,30366727,30367127,3
chr10,30370560,30370960,2
chr10,30424159,30424559,2
chr10,30584455,30584855,3
chr10,30600536,30600936,2
chr10,30618202,30618602,0
chr10,30627673,30628073,3
chr10,30629502,30629902,0
chr10,30655838,30656238,0
chr10,30718887,30719287,1
chr10,30729468,30729868,2
chr10,30731294,30731694,2
chr10,30733277,30733677,2
chr10,30737410,30737810,0
chr10,30802882,30803282,1
chr10,30810866,30811266,0
chr10,30842707,30843107,0
chr10,31195443,31195843,1
chr10,31201988,31202388,0
chr10,31212158,31212558,2
chr10,31303455,31303855,0
chr10,31313276,31313676,2
chr10,31370198,31370598,1
chr10,31429251,31429651,1
chr10,31445749,31446149,1
chr10,31456773,31457173,0
chr10,31533529,31533929,0
chr10,31547073,31547473,1
chr10,31609438,31609838,1
chr10,31615220,31615620,3
chr10,31742434,31742834,1
chr10,31917690,31918090,0
chr10,32640267,32640667,0
chr10,32889694,32890094,4
chr10,32943094,32943494,3
chr10,32946414,32946814,0
chr10,32957490,32957890,0
chr10,33088485,33088885,3
chr10,33353021,33353421,0
chr10,33370529,33370929,2
chr10,33375501,33375901,0
chr10,33624298,33624698,2
chr10,33792252,33792652,3
chr10,33797403,33797803,3
chr10,33870424,33870824,2
chr10,33871197,33871597,1
chr10,33882399,33882799,3
chr10,33905070,33905470,2
chr10,33950941,33951341,1
chr10,33961095,33961495,2
chr10,33977490,33977890,2
chr10,33986756,33987156,1
chr10,34019439,34019839,2
chr10,34033894,34034294,1
chr10,34066558,34066958,2
chr10,34096412,34096812,2
chr10,34126799,34127199,0
chr10,34127471,34127871,1
chr10,34200730,34201130,0
chr10,34207059,34207459,1
chr10,34222285,34222685,1
chr10,34230142,34230542,0
chr10,34233961,34234361,0
chr10,34235283,34235683,0
chr10,34236637,34237037,0
chr10,34238156,34238556,2
chr10,34247603,34248003,2
chr10,34252807,34253207,1
chr10,34280610,34281010,1
chr10,34281951,34282351,1
chr10,34297275,34297675,2
chr10,34388129,34388529,1
chr10,34418385,34418785,2
chr10,34425558,34425958,3
chr10,34447014,34447414,2
chr10,34483524,34483924,2
chr10,34507788,34508188,0
chr10,34571402,34571802,2
chr10,34795868,34796268,3
chr10,34887592,34887992,0
chr10,34994986,34995386,0
chr10,35057346,35057746,0
chr10,35131208,35131608,2
chr10,35151245,35151645,3
chr10,35156166,35156566,0
chr10,35225548,35225948,4
chr10,35265065,35265465,3
chr10,35428296,35428696,2
chr10,35444847,35445247,0
chr10,35478805,35479205,0
chr10,35835227,35835627,0
chr10,35907688,35908088,0
chr10,35943324,35943724,3
chr10,36078183,36078583,0
chr10,36087621,36088021,0
chr10,36304713,36305113,2
chr10,36396520,36396920,2
chr10,36506831,36507231,1
chr10,36546673,36547073,1
chr10,36547741,36548141,0
chr10,36611485,36611885,0
chr10,36625241,36625641,3
chr10,36803739,36804139,1
chr10,36850262,36850662,1
chr10,36894052,36894452,0
chr10,36899334,36899734,0
chr10,36923979,36924379,3
chr10,36935877,36936277,2
chr10,36974143,36974543,1
chr10,36981883,36982283,2
chr10,37000854,37001254,2
chr10,37014266,37014666,4
chr10,37015744,37016144,2
chr10,37017177,37017577,0
chr10,37028608,37029008,0
chr10,37072114,37072514,1
chr10,37136979,37137379,1
chr10,37138781,37139181,0
chr10,37141163,37141563,2
chr10,37212439,37212839,1
chr10,37223334,37223734,2
chr10,37231186,37231586,1
chr10,37231996,37232396,0
chr10,37377893,37378293,3
chr10,37555845,37556245,1
chr10,37667036,37667436,0
chr10,37725471,37725871,0
chr10,37841773,37842173,2
chr10,38156915,38157315,3
chr10,38224267,38224667,1
chr10,38553649,38554049,2
chr10,38609664,38610064,3
chr10,38849976,38850376,0
chr10,38894681,38895081,0
chr10,38965611,38966011,0
chr10,38977546,38977946,3
chr10,39066945,39067345,2
chr10,39106850,39107250,2
chr10,39114326,39114726,2
chr10,39118680,39119080,0
chr10,39133865,39134265,2
chr10,39158319,39158719,1
chr10,39170213,39170613,1
chr10,39171249,39171649,2
chr10,39172143,39172543,2
chr10,39198225,39198625,3
chr10,39224525,39224925,0
chr10,39239775,39240175,2
chr10,39369480,39369880,2
chr10,39451034,39451434,0
chr10,39498224,39498624,2
chr10,39503236,39503636,0
chr10,39517525,39517925,1
chr10,39524362,39524762,0
chr10,39533121,39533521,4
chr10,39534292,39534692,2
chr10,39552532,39552932,3
chr10,39572683,39573083,2
chr10,39590011,39590411,0
chr10,39590703,39591103,0
chr10,39592493,39592893,3
chr10,39613063,39613463,2
chr10,39618414,39618814,0
chr10,39632110,39632510,0
chr10,39633185,39633585,2
chr10,39640865,39641265,1
chr10,39650328,39650728,0
chr10,39659581,39659981,2
chr10,39674764,39675164,0
chr10,39689220,39689620,0
chr10,39731327,39731727,2
chr10,39735717,39736117,0
chr10,39736212,39736612,2
chr10,39752623,39753023,3
chr10,39768163,39768563,0
chr10,39899001,39899401,2
chr10,39960053,39960453,2
chr10,39967495,39967895,1
chr10,39975687,39976087,2
chr10,39979169,39979569,0
chr10,39983370,39983770,3
chr10,40006938,40007338,3
chr10,40025136,40025536,2
chr10,40142141,40142541,0
chr10,40212451,40212851,2
chr10,40237540,40237940,4
chr10,40246838,40247238,2
chr10,40258465,40258865,0
chr10,40284635,40285035,1
chr10,40302076,40302476,0
chr10,40310200,40310600,1
chr10,40349001,40349401,0
chr10,40359101,40359501,0
chr10,40362944,40363344,0
chr10,40364028,40364428,2
chr10,40364607,40365007,0
chr10,40370195,40370595,1
chr10,40372157,40372557,2
chr10,40390505,40390905,3
chr10,40420911,40421311,0
chr10,40425713,40426113,0
chr10,40440868,40441268,2
chr10,40442084,40442484,0
chr10,40640448,40640848,1
chr10,40683318,40683718,2
chr10,40809370,40809770,3
chr10,40816411,40816811,3
chr10,40840121,40840521,3
chr10,40883315,40883715,2
chr10,40897541,40897941,3
chr10,41015708,41016108,1
chr10,41071758,41072158,1
chr10,41213125,41213525,3
chr10,41288763,41289163,2
chr10,41293032,41293432,2
chr10,41299496,41299896,3
chr10,41300207,41300607,0
chr10,41303397,41303797,2
chr10,41376342,41376742,3
chr10,41401057,41401457,2
chr10,41410792,41411192,0
chr10,41415363,41415763,0
chr10,41420467,41420867,0
chr10,41435137,41435537,2
chr10,41450135,41450535,2
chr10,41464599,41464999,0
chr10,41467310,41467710,0
chr10,41472878,41473278,0
chr10,41476145,41476545,2
chr10,41477621,41478021,0
chr10,41478850,41479250,1
chr10,41481091,41481491,4
chr10,41490197,41490597,2
chr10,41505523,41505923,2
chr10,41519273,41519673,1
chr10,41565152,41565552,4
chr10,41606601,41607001,3
chr10,41607315,41607715,3
chr10,41627090,41627490,2
chr10,41678731,41679131,1
chr10,41682708,41683108,0
chr10,41684669,41685069,2
chr10,41690189,41690589,2
chr10,41757197,41757597,2
chr10,41760896,41761296,0
chr10,41763798,41764198,0
chr10,41792350,41792750,3
chr10,41805896,41806296,2
chr10,41809904,41810304,0
chr10,41813831,41814231,3
chr10,41830213,41830613,0
chr10,41887179,41887579,1
chr10,41919608,41920008,0
chr10,41986132,41986532,0
chr10,41997600,41998000,0
chr10,42002291,42002691,1
chr10,42018264,42018664,0
chr10,42024379,42024779,0
chr10,42029001,42029401,1
chr10,42029482,42029882,3
chr10,42030991,42031391,0
chr10,42064464,42064864,4
chr10,42072719,42073119,2
chr10,42105986,42106386,2
chr10,42108262,42108662,2
chr10,42135301,42135701,2
chr10,42152458,42152858,0
chr10,42178797,42179197,2
chr10,42188069,42188469,0
chr10,42221332,42221732,2
chr10,42226198,42226598,0
chr10,42230599,42230999,0
chr10,42238244,42238644,3
chr10,42238882,42239282,3
chr10,42246471,42246871,2
chr10,42254392,42254792,0
chr10,42269252,42269652,1
chr10,42277584,42277984,0
chr10,42308161,42308561,2
chr10,42390415,42390815,0
chr10,42405465,42405865,2
chr10,42416039,42416439,0
chr10,42416699,42417099,0
chr10,42417620,42418020,3
chr10,42464225,42464625,0
chr10,42464820,42465220,0
chr10,42468796,42469196,3
chr10,42474970,42475370,1
chr10,42476435,42476835,2
chr10,42478313,42478713,0
chr10,42501834,42502234,2
chr10,42504321,42504721,3
chr10,42545781,42546181,1
chr10,42562255,42562655,0
chr10,42574681,42575081,0
chr10,42579848,42580248,4
chr10,42583260,42583660,2
chr10,42584215,42584615,1
chr10,42591348,42591748,1
chr10,42614036,42614436,3
chr10,42633192,42633592,0
chr10,42637208,42637608,2
chr10,42643609,42644009,2
chr10,42644252,42644652,2
chr10,42646314,42646714,0
chr10,42669910,42670310,2
chr10,42678717,42679117,2
chr10,42680745,42681145,0
chr10,42697000,42697400,1
chr10,42715359,42715759,2
chr10,42761267,42761667,2
chr10,42800883,42801283,0
